	"Data Addendum B.-Data Status Indicators, Data APC Assignments, and Data Comment Indicators Used in the Development of the Geometric Mean Costs for HCPCS codes and APCs for CY 2015"																																																																
24152	"	Resect radius tumor"	T	0051																																																														
24155	"	Removal of elbow joint"	T	0050	CP12 																																																													
24160	"	Remove elbow joint implant"	N	0050	CP14																																																													
24164	"	Remove radius head implant"	N	0050	CP14																																																													
24200	"	Removal of arm foreign body"	T	0020	CP14																																																													
24201	"	Removal of arm foreign body"	T	0021																																																														
24220	"	Injection for elbow x-ray"	N																																																															
24300	"	Manipulate elbow w/anesth"	T	0045																																																														
24301	"	Muscle/tendon transfer"	T	0050																																																														
24305	"	Arm tendon lengthening"	T	0050																																																														
24310	"	Revision of arm tendon"	T	0049																																																														
24320	"	Repair of arm tendon"	T	0050	CP12 																																																													
24330	"	Revision of arm muscles"	T	0052																																																														
24331	"	Revision of arm muscles"	T	0051																																																														
24332	"	Tenolysis triceps"	T	0050	CP12 																																																													
24340	"	Repair of biceps tendon"	T	0051																																																														
24341	"	Repair arm tendon/muscle"	T	0051																																																														
24342	"	Repair of ruptured tendon"	T	0051																																																														
24343	"	Repr elbow lat ligmnt w/tiss"	T	0050																																																														
24344	"	Reconstruct elbow lat ligmnt"	T	0051	CP14																																																													
24345	"	Repr elbw med ligmnt w/tissu"	T	0050																																																														
24346	"	Reconstruct elbow med ligmnt"	T	0051	CP14																																																													
24357	"	Repair elbow perc"	T	0050	NI8																																																													
24358	"	Repair elbow w/deb open"	T	0050	NI8																																																													
24359	"	Repair elbow deb/attch open"	T	0050	NI8																																																													
24360	"	Reconstruct elbow joint"	T	0047																																																														
24361	"	Reconstruct elbow joint"	J1	0425	CP15																																																													
24362	"	Reconstruct elbow joint"	T	0047	CP15																																																													
24363	"	Replace elbow joint"	J1	0425	CP15																																																													
24365	"	Reconstruct head of radius"	J1	0425	CP15																																																													
24366	"	Reconstruct head of radius"	J1	0425	CP15																																																													
24370	"	Revise reconst elbow joint"	J1	0425	NI13																																																													
24371	"	Revise reconst elbow joint"	J1	0425	NI13																																																													
24400	"	Revision of humerus"	T	0051	CP14																																																													
24410	"	Revision of humerus"	T	0051	CF10																																																													
24420	"	Revision of humerus"	T	0051																																																														
24430	"	Repair of humerus"	T	0052																																																														
24435	"	Repair humerus with graft"	J1	0425	CP15																																																													
24470	"	Revision of elbow joint"	T	0051																																																														
24495	"	Decompression of forearm"	T	0050																																																														
24498	"	Reinforce humerus"	J1	0425	CP15																																																													
24500	"	Treat humerus fracture"	T	0138	CP14																																																													
24505	"	Treat humerus fracture"	T	0138	CP14																																																													
24515	"	Treat humerus fracture"	T	0064																																																														
24516	"	Treat humerus fracture"	T	0064																																																														
24530	"	Treat humerus fracture"	T	0138	CP14																																																													
24535	"	Treat humerus fracture"	T	0138	CP9																																																													
24538	"	Treat humerus fracture"	T	0062																																																														
24545	"	Treat humerus fracture"	T	0064																																																														
24546	"	Treat humerus fracture"	T	0064																																																														
24560	"	Treat humerus fracture"	T	0129	CP9																																																													
24565	"	Treat humerus fracture"	T	0138	CP14																																																													
24566	"	Treat humerus fracture"	T	0062																																																														
24575	"	Treat humerus fracture"	T	0064																																																														
24576	"	Treat humerus fracture"	T	0138	CP14																																																													
24577	"	Treat humerus fracture"	T	0138	CP14																																																													
24579	"	Treat humerus fracture"	T	0064																																																														
24582	"	Treat humerus fracture"	T	0062																																																														
24586	"	Treat elbow fracture"	T	0064																																																														
24587	"	Treat elbow fracture"	T	0064																																																														
24600	"	Treat elbow dislocation"	T	0138	CP14																																																													
24605	"	Treat elbow dislocation"	T	0045																																																														
24615	"	Treat elbow dislocation"	T	0064																																																														
24620	"	Treat elbow fracture"	T	0431	CF14																																																													
24635	"	Treat elbow fracture"	T	0064																																																														
24640	"	Treat elbow dislocation"	T	0138	CP14																																																													
24650	"	Treat radius fracture"	T	0138	CP14																																																													
24655	"	Treat radius fracture"	T	0138	CP9																																																													
24665	"	Treat radius fracture"	T	0063																																																														
24666	"	Treat radius fracture"	T	0064																																																														
24670	"	Treat ulnar fracture"	T	0129	CP9																																																													
24675	"	Treat ulnar fracture"	T	0138	CP14																																																													
24685	"	Treat ulnar fracture"	T	0063																																																														
24800	"	Fusion of elbow joint"	T	0051																																																														
24802	"	Fusion/graft of elbow joint"	T	0052	CP11																																																													
24900	"	Amputation of upper arm"	C																																																															
24920	"	Amputation of upper arm"	C																																																															
24925	"	Amputation follow-up surgery"	T	0049																																																														
24930	"	Amputation follow-up surgery"	C																																																															
24931	"	Amputate upper arm & implant"	C																																																															
24935	"	Revision of amputation"	T	0052																																																														
24940	"	Revision of upper arm"	C																																																															
24999	"	Upper arm/elbow surgery"	T	0129	CP9																																																													
25000	"	Incision of tendon sheath"	T	0049																																																														
25001	"	Incise flexor carpi radialis"	T	0049																																																														
25020	"	Decompress forearm 1 space"	T	0050	CF10																																																													
25023	"	Decompress forearm 1 space"	T	0050																																																														
25024	"	Decompress forearm 2 spaces"	T	0050																																																														
25025	"	Decompress forearm 2 spaces"	T	0050																																																														
25028	"	Drainage of forearm lesion"	T	0049																																																														
25031	"	Drainage of forearm bursa"	T	0049																																																														
25035	"	Treat forearm bone lesion"	T	0049																																																														
25040	"	Explore/treat wrist joint"	T	0050																																																														
25065	"	Biopsy forearm soft tissues"	T	0020																																																														
25066	"	Biopsy forearm soft tissues"	T	0022																																																														
25071	"	Exc forearm les sc 3 cm/>"	T	0022	NI10																																																													
25073	"	Exc forearm tum deep 3 cm/>"	T	0022	NI10																																																													
25075	"	Exc forearm les sc < 3 cm"	T	0021	RV10																																																													
25076	"	Exc forearm tum deep < 3 cm"	T	0021	RV10																																																													
25077	"	Resect forearm/wrist tum<3cm"	T	0021	RV10																																																													
25078	"	Resect forarm/wrist tum 3cm>"	T	0022	NI10																																																													
25085	"	Incision of wrist capsule"	T	0049																																																														
25100	"	Biopsy of wrist joint"	T	0049																																																														
25101	"	Explore/treat wrist joint"	T	0050																																																														
25105	"	Remove wrist joint lining"	T	0050																																																														
25107	"	Remove wrist joint cartilage"	T	0050																																																														
25109	"	Excise tendon forearm/wrist"	T	0049	NI7																																																													
25110	"	Remove wrist tendon lesion"	T	0049																																																														
25111	"	Remove wrist tendon lesion"	T	0049	CF9																																																													
25112	"	Reremove wrist tendon lesion"	T	0049	CF9																																																													
25115	"	Remove wrist/forearm lesion"	T	0049																																																														
25116	"	Remove wrist/forearm lesion"	T	0049																																																														
25118	"	Excise wrist tendon sheath"	T	0050																																																														
25119	"	Partial removal of ulna"	T	0050																																																														
25120	"	Removal of forearm lesion"	T	0050																																																														
25125	"	Remove/graft forearm lesion"	T	0050																																																														
25126	"	Remove/graft forearm lesion"	T	0050																																																														
25130	"	Removal of wrist lesion"	T	0050																																																														
25135	"	Remove & graft wrist lesion"	T	0050																																																														
25136	"	Remove & graft wrist lesion"	T	0050																																																														
25145	"	Remove forearm bone lesion"	T	0050																																																														
25150	"	Partial removal of ulna"	T	0050																																																														
25151	"	Partial removal of radius"	T	0050																																																														
25170	"	Resect radius/ulnar tumor"	T	0050	CP12 																																																													
25210	"	Removal of wrist bone"	T	0050	CF9																																																													
25215	"	Removal of wrist bones"	T	0050	CF9																																																													
25230	"	Partial removal of radius"	T	0050																																																														
25240	"	Partial removal of ulna"	T	0050																																																														
25246	"	Injection for wrist x-ray"	N																																																															
25248	"	Remove forearm foreign body"	T	0049																																																														
25250	"	Removal of wrist prosthesis"	N	0050	CP14																																																													
25251	"	Removal of wrist prosthesis"	N	0050	CP14																																																													
25259	"	Manipulate wrist w/anesthes"	T	0431	CF14																																																													
25260	"	Repair forearm tendon/muscle"	T	0050																																																														
25263	"	Repair forearm tendon/muscle"	T	0050																																																														
25265	"	Repair forearm tendon/muscle"	T	0050																																																														
25270	"	Repair forearm tendon/muscle"	T	0050																																																														
25272	"	Repair forearm tendon/muscle"	T	0050																																																														
25274	"	Repair forearm tendon/muscle"	T	0050																																																														
25275	"	Repair forearm tendon sheath"	T	0050																																																														
25280	"	Revise wrist/forearm tendon"	T	0050																																																														
25290	"	Incise wrist/forearm tendon"	T	0050																																																														
25295	"	Release wrist/forearm tendon"	T	0049																																																														
25300	"	Fusion of tendons at wrist"	T	0050																																																														
25301	"	Fusion of tendons at wrist"	T	0050																																																														
25310	"	Transplant forearm tendon"	T	0050	CP12 																																																													
25312	"	Transplant forearm tendon"	T	0051																																																														
25315	"	Revise palsy hand tendon(s)"	T	0050	CP12 																																																													
25316	"	Revise palsy hand tendon(s)"	T	0052																																																														
25320	"	Repair/revise wrist joint"	T	0051																																																														
25332	"	Revise wrist joint"	T	0047																																																														
25335	"	Realignment of hand"	T	0051																																																														
25337	"	Reconstruct ulna/radioulnar"	T	0051																																																														
25350	"	Revision of radius"	T	0051	CF10																																																													
25355	"	Revision of radius"	T	0051																																																														
25360	"	Revision of ulna"	T	0051	CF10																																																													
25365	"	Revise radius & ulna"	T	0051	CP14																																																													
25370	"	Revise radius or ulna"	T	0051																																																														
25375	"	Revise radius & ulna"	T	0051																																																														
25390	"	Shorten radius or ulna"	T	0051	CF10																																																													
25391	"	Lengthen radius or ulna"	T	0051	CP14																																																													
25392	"	Shorten radius & ulna"	T	0050																																																														
25393	"	Lengthen radius & ulna"	T	0051																																																														
25394	"	Repair carpal bone shorten"	T	0051	CF9																																																													
25400	"	Repair radius or ulna"	T	0052	CP15																																																													
25405	"	Repair/graft radius or ulna"	T	0052	CP8																																																													
25415	"	Repair radius & ulna"	T	0052	CP8																																																													
25420	"	Repair/graft radius & ulna"	T	0052																																																														
25425	"	Repair/graft radius or ulna"	T	0051	CP14																																																													
25426	"	Repair/graft radius & ulna"	T	0051																																																														
25430	"	Vasc graft into carpal bone"	T	0051	CF9																																																													
25431	"	Repair nonunion carpal bone"	T	0051	CF9																																																													
25440	"	Repair/graft wrist bone"	T	0051	CP14																																																													
25441	"	Reconstruct wrist joint"	J1	0425	CP15																																																													
25442	"	Reconstruct wrist joint"	J1	0425	CP15																																																													
25443	"	Reconstruct wrist joint"	T	0047	CP15																																																													
25444	"	Reconstruct wrist joint"	J1	0425	CP15																																																													
25445	"	Reconstruct wrist joint"	T	0047	CP15																																																													
25446	"	Wrist replacement"	J1	0425	CP15																																																													
25447	"	Repair wrist joints"	T	0047																																																														
25449	"	Remove wrist joint implant"	T	0047																																																														
25450	"	Revision of wrist joint"	T	0051																																																														
25455	"	Revision of wrist joint"	T	0051																																																														
25490	"	Reinforce radius"	T	0051																																																														
25491	"	Reinforce ulna"	T	0051																																																														
25492	"	Reinforce radius and ulna"	T	0051																																																														
25500	"	Treat fracture of radius"	T	0129	CP9																																																													
25505	"	Treat fracture of radius"	T	0139	CP14																																																													
25515	"	Treat fracture of radius"	T	0063																																																														
25520	"	Treat fracture of radius"	T	0138	CP9																																																													
25525	"	Treat fracture of radius"	T	0063																																																														
25526	"	Treat fracture of radius"	T	0063																																																														
25530	"	Treat fracture of ulna"	T	0129	CP9																																																													
25535	"	Treat fracture of ulna"	T	0138	CP14																																																													
25545	"	Treat fracture of ulna"	T	0063																																																														
25560	"	Treat fracture radius & ulna"	T	0129	CP9																																																													
25565	"	Treat fracture radius & ulna"	T	0138	CP9																																																													
25574	"	Treat fracture radius & ulna"	T	0064																																																														
25575	"	Treat fracture radius/ulna"	T	0064																																																														
25600	"	Treat fracture radius/ulna"	T	0138	CP14																																																													
25605	"	Treat fracture radius/ulna"	T	0139	CP14																																																													
25606	"	Treat fx distal radial"	T	0062	NI7																																																													
25607	"	Treat fx rad extra-articul"	T	0064	NI7																																																													
25608	"	Treat fx rad intra-articul"	T	0064	NI7																																																													
25609	"	Treat fx radial 3+ frag"	T	0064	NI7																																																													
25622	"	Treat wrist bone fracture"	T	0138	CP14																																																													
25624	"	Treat wrist bone fracture"	T	0139	CP14																																																													
25628	"	Treat wrist bone fracture"	T	0063																																																														
25630	"	Treat wrist bone fracture"	T	0138	CP14																																																													
25635	"	Treat wrist bone fracture"	T	0138	CP14																																																													
25645	"	Treat wrist bone fracture"	T	0063																																																														
25650	"	Treat wrist bone fracture"	T	0138	CP14																																																													
25651	"	Pin ulnar styloid fracture"	T	0062																																																														
25652	"	Treat fracture ulnar styloid"	T	0063																																																														
25660	"	Treat wrist dislocation"	T	0138	CP14																																																													
25670	"	Treat wrist dislocation"	T	0062																																																														
25671	"	Pin radioulnar dislocation"	T	0062																																																														
25675	"	Treat wrist dislocation"	T	0138	CP14																																																													
25676	"	Treat wrist dislocation"	T	0062																																																														
25680	"	Treat wrist fracture"	T	0129	CP9																																																													
25685	"	Treat wrist fracture"	T	0062																																																														
25690	"	Treat wrist dislocation"	T	0431	CF14																																																													
25695	"	Treat wrist dislocation"	T	0062																																																														
25800	"	Fusion of wrist joint"	T	0052																																																														
25805	"	Fusion/graft of wrist joint"	T	0052	CP11																																																													
25810	"	Fusion/graft of wrist joint"	T	0052																																																														
25820	"	Fusion of hand bones"	T	0051	CF9																																																													
25825	"	Fuse hand bones with graft"	T	0052	CP8																																																													
25830	"	Fusion radioulnar jnt/ulna"	T	0051	CP14																																																													
25900	"	Amputation of forearm"	C																																																															
25905	"	Amputation of forearm"	C																																																															
25907	"	Amputation follow-up surgery"	T	0049																																																														
25909	"	Amputation follow-up surgery"	T	0049	CP11																																																													
25915	"	Amputation of forearm"	C																																																															
25920	"	Amputate hand at wrist"	C																																																															
25922	"	Amputate hand at wrist"	T	0049																																																														
25924	"	Amputation follow-up surgery"	C																																																															
25927	"	Amputation of hand"	C																																																															
25929	"	Amputation follow-up surgery"	T	0328	CF14																																																													
25931	"	Amputation follow-up surgery"	T	0049	CP8																																																													
25999	"	Forearm or wrist surgery"	T	0129	CP9																																																													
26010	"	Drainage of finger abscess"	T	0006																																																														
26011	"	Drainage of finger abscess"	T	0007																																																														
26020	"	Drain hand tendon sheath"	T	0053																																																														
26025	"	Drainage of palm bursa"	T	0053																																																														
26030	"	Drainage of palm bursas"	T	0053																																																														
26034	"	Treat hand bone lesion"	T	0053																																																														
26035	"	Decompress fingers/hand"	T	0053																																																														
26037	"	Decompress fingers/hand"	T	0053																																																														
26040	"	Release palm contracture"	T	0053	CP11																																																													
26045	"	Release palm contracture"	T	0054																																																														
26055	"	Incise finger tendon sheath"	T	0053																																																														
26060	"	Incision of finger tendon"	T	0053																																																														
26070	"	Explore/treat hand joint"	T	0053																																																														
26075	"	Explore/treat finger joint"	T	0053																																																														
26080	"	Explore/treat finger joint"	T	0053																																																														
26100	"	Biopsy hand joint lining"	T	0053																																																														
26105	"	Biopsy finger joint lining"	T	0053																																																														
26110	"	Biopsy finger joint lining"	T	0053																																																														
26111	"	Exc hand les sc 1.5 cm/>"	T	0022	NI10																																																													
26113	"	Exc hand tum deep 1.5 cm/>"	T	0022	NI10																																																													
26115	"	Exc hand les sc < 1.5 cm"	T	0021	RV10																																																													
26116	"	Exc hand tum deep < 1.5 cm"	T	0021	RV10																																																													
26117	"	Rad resect hand tumor < 3 cm"	T	0021	RV10																																																													
26118	"	Rad resect hand tumor 3 cm/>"	T	0022	NI10																																																													
26121	"	Release palm contracture"	T	0054																																																														
26123	"	Release palm contracture"	T	0054																																																														
26125	"	Release palm contracture"	N		CP14																																																													
26130	"	Remove wrist joint lining"	T	0053																																																														
26135	"	Revise finger joint each"	T	0054																																																														
26140	"	Revise finger joint each"	T	0053																																																														
26145	"	Tendon excision palm/finger"	T	0053																																																														
26160	"	Remove tendon sheath lesion"	T	0053																																																														
26170	"	Removal of palm tendon each"	T	0053																																																														
26180	"	Removal of finger tendon"	T	0053																																																														
26185	"	Remove finger bone"	T	0053																																																														
26200	"	Remove hand bone lesion"	T	0053																																																														
26205	"	Remove/graft bone lesion"	T	0054																																																														
26210	"	Removal of finger lesion"	T	0053																																																														
26215	"	Remove/graft finger lesion"	T	0053																																																														
26230	"	Partial removal of hand bone"	T	0053																																																														
26235	"	Partial removal finger bone"	T	0053																																																														
26236	"	Partial removal finger bone"	T	0053																																																														
26250	"	Extensive hand surgery"	T	0053																																																														
26260	"	Resect prox finger tumor"	T	0053																																																														
26262	"	Resect distal finger tumor"	T	0053																																																														
26320	"	Removal of implant from hand"	N	0021	CP14																																																													
26340	"	Manipulate finger w/anesth"	T	0138	CP9																																																													
26341	"	Manipulat palm cord post inj"	T	0138	NI12																																																													
26350	"	Repair finger/hand tendon"	T	0054																																																														
26352	"	Repair/graft hand tendon"	T	0054																																																														
26356	"	Repair finger/hand tendon"	T	0054																																																														
26357	"	Repair finger/hand tendon"	T	0054																																																														
26358	"	Repair/graft hand tendon"	T	0054																																																														
26370	"	Repair finger/hand tendon"	T	0054																																																														
26372	"	Repair/graft hand tendon"	T	0054																																																														
26373	"	Repair finger/hand tendon"	T	0054																																																														
26390	"	Revise hand/finger tendon"	T	0054																																																														
26392	"	Repair/graft hand tendon"	T	0054																																																														
26410	"	Repair hand tendon"	T	0053																																																														
26412	"	Repair/graft hand tendon"	T	0054																																																														
26415	"	Excision hand/finger tendon"	T	0054																																																														
26416	"	Graft hand or finger tendon"	T	0054																																																														
26418	"	Repair finger tendon"	T	0053																																																														
26420	"	Repair/graft finger tendon"	T	0054																																																														
26426	"	Repair finger/hand tendon"	T	0054																																																														
26428	"	Repair/graft finger tendon"	T	0054																																																														
26432	"	Repair finger tendon"	T	0053																																																														
26433	"	Repair finger tendon"	T	0053																																																														
26434	"	Repair/graft finger tendon"	T	0054																																																														
26437	"	Realignment of tendons"	T	0053																																																														
26440	"	Release palm/finger tendon"	T	0053																																																														
26442	"	Release palm & finger tendon"	T	0054																																																														
26445	"	Release hand/finger tendon"	T	0053																																																														
26449	"	Release forearm/hand tendon"	T	0054																																																														
26450	"	Incision of palm tendon"	T	0053																																																														
26455	"	Incision of finger tendon"	T	0053																																																														
26460	"	Incise hand/finger tendon"	T	0053																																																														
26471	"	Fusion of finger tendons"	T	0053																																																														
26474	"	Fusion of finger tendons"	T	0053																																																														
26476	"	Tendon lengthening"	T	0053																																																														
26477	"	Tendon shortening"	T	0053																																																														
26478	"	Lengthening of hand tendon"	T	0053																																																														
26479	"	Shortening of hand tendon"	T	0053																																																														
26480	"	Transplant hand tendon"	T	0054																																																														
26483	"	Transplant/graft hand tendon"	T	0054																																																														
26485	"	Transplant palm tendon"	T	0054																																																														
26489	"	Transplant/graft palm tendon"	T	0054																																																														
26490	"	Revise thumb tendon"	T	0054																																																														
26492	"	Tendon transfer with graft"	T	0054																																																														
26494	"	Hand tendon/muscle transfer"	T	0054																																																														
26496	"	Revise thumb tendon"	T	0054																																																														
26497	"	Finger tendon transfer"	T	0054																																																														
26498	"	Finger tendon transfer"	T	0054																																																														
26499	"	Revision of finger"	T	0054																																																														
26500	"	Hand tendon reconstruction"	T	0053																																																														
26502	"	Hand tendon reconstruction"	T	0054																																																														
26508	"	Release thumb contracture"	T	0053																																																														
26510	"	Thumb tendon transfer"	T	0054																																																														
26516	"	Fusion of knuckle joint"	T	0054																																																														
26517	"	Fusion of knuckle joints"	T	0054																																																														
26518	"	Fusion of knuckle joints"	T	0054																																																														
26520	"	Release knuckle contracture"	T	0053																																																														
26525	"	Release finger contracture"	T	0053																																																														
26530	"	Revise knuckle joint"	T	0047																																																														
26531	"	Revise knuckle with implant"	T	0047	CP15																																																													
26535	"	Revise finger joint"	T	0047																																																														
26536	"	Revise/implant finger joint"	T	0047	CP15																																																													
26540	"	Repair hand joint"	T	0053																																																														
26541	"	Repair hand joint with graft"	T	0054																																																														
26542	"	Repair hand joint with graft"	T	0053																																																														
26545	"	Reconstruct finger joint"	T	0054																																																														
26546	"	Repair nonunion hand"	T	0054																																																														
26548	"	Reconstruct finger joint"	T	0054																																																														
26550	"	Construct thumb replacement"	T	0054																																																														
26551	"	Great toe-hand transfer"	C																																																															
26553	"	Single transfer toe-hand"	C																																																															
26554	"	Double transfer toe-hand"	C																																																															
26555	"	Positional change of finger"	T	0054																																																														
26556	"	Toe joint transfer"	C																																																															
26560	"	Repair of web finger"	T	0053																																																														
26561	"	Repair of web finger"	T	0054																																																														
26562	"	Repair of web finger"	T	0054																																																														
26565	"	Correct metacarpal flaw"	T	0054																																																														
26567	"	Correct finger deformity"	T	0054																																																														
26568	"	Lengthen metacarpal/finger"	T	0054																																																														
26580	"	Repair hand deformity"	T	0053																																																														
26587	"	Reconstruct extra finger"	T	0053																																																														
26590	"	Repair finger deformity"	T	0053																																																														
26591	"	Repair muscles of hand"	T	0054																																																														
26593	"	Release muscles of hand"	T	0053																																																														
26596	"	Excision constricting tissue"	T	0053																																																														
26600	"	Treat metacarpal fracture"	T	0138	CP15																																																													
26605	"	Treat metacarpal fracture"	T	0138	CP14																																																													
26607	"	Treat metacarpal fracture"	T	0431	CF14																																																													
26608	"	Treat metacarpal fracture"	T	0062																																																														
26615	"	Treat metacarpal fracture"	T	0063																																																														
26641	"	Treat thumb dislocation"	T	0138	CP14																																																													
26645	"	Treat thumb fracture"	T	0138	CP9																																																													
26650	"	Treat thumb fracture"	T	0062																																																														
26665	"	Treat thumb fracture"	T	0063																																																														
26670	"	Treat hand dislocation"	T	0129	CP9																																																													
26675	"	Treat hand dislocation"	T	0138	CP14																																																													
26676	"	Pin hand dislocation"	T	0062																																																														
26685	"	Treat hand dislocation"	T	0062	CF8																																																													
26686	"	Treat hand dislocation"	T	0064																																																														
26700	"	Treat knuckle dislocation"	T	0138	CP14																																																													
26705	"	Treat knuckle dislocation"	T	0138	CP14																																																													
26706	"	Pin knuckle dislocation"	T	0431	CF14																																																													
26715	"	Treat knuckle dislocation"	T	0062	CF8																																																													
26720	"	Treat finger fracture each"	T	0129	CP9																																																													
26725	"	Treat finger fracture each"	T	0138	CP14																																																													
26727	"	Treat finger fracture each"	T	0062																																																														
26735	"	Treat finger fracture each"	T	0062	CF8																																																													
26740	"	Treat finger fracture each"	T	0138	CP14																																																													
26742	"	Treat finger fracture each"	T	0138	CP14																																																													
26746	"	Treat finger fracture each"	T	0062	CF8																																																													
26750	"	Treat finger fracture each"	T	0129	CP9																																																													
26755	"	Treat finger fracture each"	T	0138	CP14																																																													
26756	"	Pin finger fracture each"	T	0062																																																														
26765	"	Treat finger fracture each"	T	0062	CF8																																																													
26770	"	Treat finger dislocation"	T	0129	CP9																																																													
26775	"	Treat finger dislocation"	S	0058	CP15																																																													
26776	"	Pin finger dislocation"	T	0062																																																														
26785	"	Treat finger dislocation"	T	0062																																																														
26820	"	Thumb fusion with graft"	T	0054																																																														
26841	"	Fusion of thumb"	T	0054																																																														
26842	"	Thumb fusion with graft"	T	0054																																																														
26843	"	Fusion of hand joint"	T	0054																																																														
26844	"	Fusion/graft of hand joint"	T	0054																																																														
26850	"	Fusion of knuckle"	T	0054																																																														
26852	"	Fusion of knuckle with graft"	T	0054																																																														
26860	"	Fusion of finger joint"	T	0054																																																														
26861	"	Fusion of finger jnt add-on"	N		CP14 																																																													
26862	"	Fusion/graft of finger joint"	T	0054																																																														
26863	"	Fuse/graft added joint"	N		CP14 																																																													
26910	"	Amputate metacarpal bone"	T	0054																																																														
26951	"	Amputation of finger/thumb"	T	0053																																																														
26952	"	Amputation of finger/thumb"	T	0053																																																														
26989	"	Hand/finger surgery"	T	0129	CP9																																																													
26990	"	Drainage of pelvis lesion"	T	0049																																																														
26991	"	Drainage of pelvis bursa"	T	0049																																																														
26992	"	Drainage of bone lesion"	C																																																															
27000	"	Incision of hip tendon"	T	0049																																																														
27001	"	Incision of hip tendon"	T	0050																																																														
27003	"	Incision of hip tendon"	T	0050																																																														
27005	"	Incision of hip tendon"	C																																																															
27006	"	Incision of hip tendons"	T	0050	CP8																																																													
27025	"	Incision of hip/thigh fascia"	C																																																															
