	"Data Addendum B.-Data Status Indicators, Data APC Assignments, and Data Comment Indicators Used in the Development of the Geometric Mean Costs for HCPCS codes and APCs for CY 2015"																																																																
C1883	"	Adapt/ext, pacing/neuro lead"	N																																																															
C1884	Embolization protect syst	N																																																															
C1885	"	Cath, translumin angio laser"	N																																																															
C1886	"	Catheter, ablation"	N		NI12																																																													
C1887	"	Catheter, guiding"	N																																																															
C1888	"	Endovas non-cardiac abl cath"	N																																																															
C1891	"	Infusion pump,non-prog, perm"	N																																																															
C1892	"	Intro/sheath,fixed,peel-away"	N																																																															
C1893	"	Intro/sheath, fixed,non-peel"	N																																																															
C1894	"	Intro/sheath, non-laser"	N																																																															
C1895	"Lead, aicd, endo dual coil"	N																																																															
C1896	"Lead, aicd, non sing/dual"	N																																																															
C1897	"	Lead, neurostim test kit"	N																																																															
C1898	"	Lead, pmkr, other than trans"	N																																																															
C1899	"Lead, pmkr/aicd combination"	N																																																															
C1900	"	Lead, coronary venous"	N																																																															
C2614	"	Probe, perc lumb disc"	N																																																															
C2615	"	Sealant, pulmonary, liquid"	N																																																															
C2616	"Brachytx, non-str,yttrium-90"	U	2616																																																														
C2617	"	Stent, non-cor, tem w/o del"	N																																																															
C2618	"Probe/needle, cryo"	N																																																															
C2619	"	Pmkr, dual, non rate-resp"	N																																																															
C2620	"	Pmkr, single, non rate-resp"	N																																																															
C2621	"	Pmkr, other than sing/dual"	N																																																															
C2622	"	Prosthesis, penile, non-inf"	N																																																															
C2624	Wireless pressure sensor 	H	2624	NI15																																																													
C2625	"	Stent, non-cor, tem w/del sy"	N																																																															
C2626	"	Infusion pump, non-prog,temp"	N																																																															
C2627	"	Cath, suprapubic/cystoscopic"	N																																																															
C2628	"	Catheter, occlusion"	N																																																															
C2629	"	Intro/sheath, laser"	N																																																															
C2630	"Cath, ep, cool-tip"	N																																																															
C2631	"	Rep dev, urinary, w/o sling"	N																																																															
C2634	"Brachytx, non-str, ha, i-125"	U	2634	CP9																																																													
C2635	"Brachytx, non-str, ha, p-103"	U	2635	CP9																																																													
C2636	"Brachy linear, non-str,p-103"	U	2636	CP9																																																													
C2637	"Brachy,non-str,ytterbium-169"	B		NO5 																																																													
C2638	"Brachytx, stranded, i-125"	U	2638	NJ7																																																													
C2639	"Brachytx, non-stranded,i-125"	U	2639	NJ7																																																													
C2640	"Brachytx, stranded, p-103"	U	2640	NJ7																																																													
C2641	"Brachytx, non-stranded,p-103"	U	2641	NJ7																																																													
C2642	"Brachytx, stranded, c-131"	U	2642	NJ7																																																													
C2643	"Brachytx, non-stranded,c-131"	U	2643	NJ7																																																													
C2644	Brachytx cesium-131 chloride	U	2644	NJ14																																																													
C2698	"Brachytx, stranded, nos"	U	2698	NJ7																																																													
C2699	"Brachytx, non-stranded, nos"	U	2699	NJ7																																																													
C5271	"	Low cost skin substitute app"	T	0327	NI14																																																													
C5272	"	Low cost skin substitute app"	N		NI14																																																													
C5273	"	Low cost skin substitute app"	T	0328	NI14																																																													
C5274	"	Low cost skin substitute app"	N		NI14																																																													
C5275	"	Low cost skin substitute app"	T	0327	NI14																																																													
C5276	"	Low cost skin substitute app"	N		NI14																																																													
C5277	"	Low cost skin substitute app"	T	0327	NI14																																																													
C5278	"	Low cost skin substitute app"	N		NI14																																																													
C8900	"Mra w/cont, abd"	S	0284	CP9																																																													
C8901	"Mra w/o cont, abd"	S	0336	CP9																																																													
C8902	"Mra w/o fol w/cont, abd"	S	0337	CP9																																																													
C8903	"Mri w/cont, breast,  uni"	S	0284	CP9																																																													
C8904	"Mri w/o cont, breast, uni"	S	0336	CP9																																																													
C8905	"Mri w/o fol w/cont, brst, un"	S	0337	CP9																																																													
C8906	"Mri w/cont, breast,  bi"	S	0284	CP9																																																													
C8907	"Mri w/o cont, breast, bi"	S	0336	CP9																																																													
C8908	"Mri w/o fol w/cont, breast,"	S	0337	CP9																																																													
C8909	"Mra w/cont, chest"	S	0284	CP9																																																													
C8910	"Mra w/o cont, chest"	S	0336	CP9																																																													
C8911	"Mra w/o fol w/cont, chest"	S	0337	CP9																																																													
C8912	"Mra w/cont, lwr ext"	S	0284	CP9																																																													
C8913	"Mra w/o cont, lwr ext"	S	0336	CP9																																																													
C8914	"Mra w/o fol w/cont, lwr ext"	S	0337	CP9																																																													
C8918	"Mra w/cont, pelvis"	S	0284	CP9																																																													
C8919	"Mra w/o cont, pelvis"	S	0336	CP9																																																													
C8920	"Mra w/o fol w/cont, pelvis"	S	0337	CP9																																																													
C8921	"Tte w or w/o fol w/cont, com"	S	0178	NI8																																																													
C8922	"Tte w or w/o fol w/cont, f/u"	S	0177	NI8																																																													
C8923	"2d tte w or w/o fol w/con,co"	S	0177	NI8																																																													
C8924	"2d tte w or w/o fol w/con,fu"	S	0177	NI8																																																													
C8925	"2d tee w or w/o fol w/con,in"	S	0178	NI8																																																													
C8926	"Tee w or w/o fol w/cont,cong"	S	0178	NI8																																																													
C8927	"Tee w or w/o fol w/cont, mon"	S	0178	NI8																																																													
C8928	"Tte w or w/o fol w/con,stres"	S	0178	NI8																																																													
C8929	"Tte w or wo fol wcon,doppler"	S	0178	NI9																																																													
C8930	"Tte w or w/o contr, cont ecg"	S	0178	NI9																																																													
C8931	"Mra, w/dye, spinal canal"	S	0284	NO10																																																													
C8932	"Mra, w/o dye, spinal canal"	S	0336	NO10																																																													
C8933	"Mra, w/o&w/dye, spinal canal"	S	0337	NO10																																																													
C8934	"Mra, w/dye, upper extremity"	S	0284	NO10																																																													
C8935	"Mra, w/o dye, upper extr"	S	0336	NO10																																																													
C8936	"Mra, w/o&w/dye, upper extr"	S	0337	NO10																																																													
C8957	"Prolonged iv inf, req pump"	S	0440	NI6																																																													
C9021	"Injection, obinutuzumab"	G	1476	D15																																																													
C9022	"Injection, elosulfase alfa"	G	1480	D15																																																													
C9023	Inj testosterone undecanoate	G	1487	D15																																																													
C9025	"Injection, ramucirumab"	G	1488	NO14																																																													
C9026	"Injection, vedolizumab"	G	1489	NO14																																																													
C9027	"Injection, pembrolizumab"	G	1490	NI15																																																													
C9113	"	Inj pantoprazole sodium, via"	N																																																															
C9121	"	Injection, argatroban"	K	9121																																																														
C9130	"Injection, ivig bivigam"	G	9130	D14																																																													
C9131	"	In ado-trastuzumab emtansine"	G	9131	D14																																																													
C9132	"	Kcentra, per i.u."	G	9132	NO13																																																													
C9133	Factor ix recombinant	G	1467	D15																																																													
C9134	Factor xiii a-subunit recomb	G	1481	D15																																																													
C9135	Factor ix (alprolix)	G	1486	D15																																																													
C9136	Factor viii (eloctate)	G	1656	NI15																																																													
C9248	"	Inj, clevidipine butyrate"	K	9248	NI9																																																													
C9250	"	Artiss fibrin sealant"	N		NJ9																																																													
C9254	"	Injection, lacosamide"	N		NI10																																																													
C9257	"	Bevacizumab injection"	K	1281	NI10																																																													
C9275	Hexaminolevulinate hcl	N		NI11																																																													
C9279	"Injection, ibuprofen"	N		D13																																																													
C9285	"	Patch, lidocaine/tetracaine"	N		NJ11																																																													
C9286	"Injection, belatacept"	G	9286	D13																																																													
C9287	"Inj, brentuximab vedotin"	G	9287	D13																																																													
C9288	"Inj, centruroides (scorpion)"	G	9288	D13																																																													
C9289	"Inj, erwinia chrysanthemi"	G	9289	D13																																																													
C9290	"	Inj, bupivacaine liposome"	N		NA12																																																													
C9291	"Injection, aflibercept"	G	9291	DJ12																																																													
C9292	"	Injection, pertuzumab"	G	9292	D14																																																													
C9293	"	Injection, glucarpidase"	K	9293	NO12																																																													
C9294	"	Inj, taliglucerase alfa"	G	9294	D14																																																													
C9295	"	Injection, carfilzomib"	G	9295	D14																																																													
C9296	"	Injection, ziv-aflibercept"	G	9296	D14																																																													
C9297	"	Omacetaxine mepesuccinate"	G	9297	D14																																																													
C9298	"	Injection, ocriplasmin"	G	9298	D14																																																													
C9349	"Fortaderm, fortaderm antimic"	G	1657	NI15																																																													
C9352	"	Neuragen nerve guide, per cm"	N		NI8																																																													
C9353	"	Neurawrap nerve protector,cm"	N		NI8																																																													
C9354	"	Veritas collagen matrix, cm2"	N		CP10																																																													
C9355	"	Neuromatrix nerve cuff, cm"	N		CP10																																																													
C9356	"Tenoglide tendon prot, cm2"	N		NJ8																																																													
C9358	"Surgimend, fetal"	N		NJ8																																																													
C9359	"	Implnt,bon void filler-putty"	N		NO8																																																													
C9360	"Surgimend, neonatal"	N		NJ9																																																													
C9361	Neuromend nerve wrap	N		NJ9																																																													
C9362	"	Implnt,bon void filler-strip"	N		NJ9																																																													
C9363	Integra meshed bil wound mat	N		NJ9																																																													
C9364	"Porcine implant, permacol"	N		NJ9																																																													
C9366	EpiFix wound cover	N		D13																																																													
C9367	Endoform Dermal Template	N		DA13																																																													
C9368	Grafix core	G	9368	D13																																																													
C9369	Grafix prime	G	9369	D13																																																													
C9399	"	Unclassified drugs or biolog"	A																																																															
C9441	"	Inj, ferric carboxymaltose"	G	9441	DJ14																																																													
C9442	"Injection, belinostat"	G	1658	NI15																																																													
C9443	"Injection, dalbavancin"	G	1659	NI15																																																													
C9444	"Injection, oritavancin"	G	1660	NI15																																																													
C9446	"Inj, tedizolid phosphate"	G	1662	NI15																																																													
C9447	"Inj, phenylephrine ketorolac"	G	1663	NI15																																																													
C9497	"Loxapine, inhalation powder"	G	9497	NI14																																																													
C9600	"	Perc drug-el cor stent sing"	J1	0229	CP15																																																													
C9601	"	Perc drug-el cor stent bran"	N		CP15																																																													
C9602	"	Perc d-e cor stent ather s"	J1	0319	CP15																																																													
C9603	"	Perc d-e cor stent ather br"	N		CP15																																																													
C9604	"	Perc d-e cor revasc t cabg s"	J1	0229	CP15																																																													
C9605	Perc d-e cor revasc t cabg b	N		CP15																																																													
C9606	Perc d-e cor revasc w ami s	J1	0319	CP15																																																													
C9607	"	Perc d-e cor revasc chro sin"	J1	0319	CP15																																																													
C9608	"	Perc d-e cor revasc chro add"	N		CP15																																																													
C9724	Eps stomach plic	T	0422	NA5																																																													
C9725	"	Place endorectal app"	T	0148	NO5 																																																													
C9726	"	Rxt breast appl place/remov"	N		CF14																																																													
C9727	"	Insert palate implants"	T	0252	NO6																																																													
C9728	"	Place device/marker, non pro"	S	0310	NJ7																																																													
C9732	Insert ocular telescope pros	J1	0351	DJ12																																																													
C9733	Non-ophthalmic fva	N	0263	NA12																																																													
C9734	"U/s trtmt, not leiomyomata"	S	0066	CP15																																																													
C9735	"	Anoscopy, submucosal inj"	T	0150	D15																																																													
C9736	Lap ablate uteri fibroid rf	T	0174	D14																																																													
C9737	"	Lap esoph augmentation"	T	0174	NI14																																																													
C9739	Cystoscopy prostatic imp 1-3	T	0162	NA14																																																													
C9740	Cysto impl 4 or more	T	1564	NA14																																																													
C9741	Impl pressure sensor w/angio         	T	0080	NO14																																																													
C9742	Laryngoscopy with injection	T	0073	NI15																																																													
C9800	"	Dermal filler inj px/suppl"	T	0328	NJ10																																																													
C9898	"	Inpnt stay radiolabeled item"	N		NO8																																																													
C9899	"	Inpt implant pros dev,no cov"	A		NI9																																																													
CFM1N	Ultrasound Composite 	S	8004	REM																																																													
CFM2N	CT and CTA without Contrast Composite 	S	8005	REM																																																													
CFM2Y	CT and CTA with Contrast Composite 	S	8006	REM																																																													
CFM3N	MRI and MRA without Contrast Composite 	S	8007	REM																																																													
CFM3Y	MRI and MRA with Contrast Composite 	S	8008	REM																																																													
COMP1	LDR Prostate Brachytherapy Composite 	T	8001	REM																																																													
COMP3	Level I Extended Assessment & Management Composite 	V	8002	REM																																																													
COMP4	Level II Extended Assessment & Management Composite 	V	8003	REM																																																													
COMP5	Cardiac Resynchronization Therapy with Defibrillator Composite	T	0108	REM																																																													
COMP6	Extended Assessment and Management Composite	V	8009	REM																																																													
D0120	"	Periodic oral evaluation"	E																																																															
D0140	"	Limit oral eval problm focus"	E																																																															
D0145	"	Oral evaluation, pt < 3yrs"	E		NI7																																																													
D0150	"	Comprehensve oral evaluation"	S	0330																																																														
D0160	"	Extensv oral eval prob focus"	E																																																															
D0170	"	Re-eval,est pt,problem focus"	E																																																															
D0171	Re-eval post-op visit	E		NI15																																																													
D0180	"	Comp periodontal evaluation"	E																																																															
D0190	"	Screening of a patient"	E		NI13																																																													
D0191	"	Assessment of a patient"	E		NI13																																																													
D0210	"	Intraor complete film series"	E																																																															
D0220	"	Intraoral periapical first"	E																																																															
D0230	"	Intraoral periapical ea add"	E																																																															
D0240	"	Intraoral occlusal film"	S	0330																																																														
D0250	"	Extraoral first film"	S	0330																																																														
D0260	"	Extraoral ea additional film"	S	0330																																																														
D0270	"	Dental bitewing single image"	S	0330																																																														
D0272	"	Dental bitewings two images"	S	0330																																																														
D0273	"	Bitewings - three images"	E		NI7																																																													
D0274	"	Bitewings four images"	S	0330																																																														
D0277	"	Vert bitewings 7 to 8 images"	S	0330																																																														
D0290	"	Skull/facial bone image"	E																																																															
D0310	"	Dental saliography"	E																																																															
D0320	"	Dental tmj arthrogram incl i"	E																																																															
D0321	Other tmj images by report	E																																																															
D0322	"	Dental tomographic survey"	E																																																															
D0330	"	Panoramic image"	E																																																															
D0340	"	Cephalometric image"	E																																																															
D0350	"	Oral/facial photo images"	E																																																															
D0351	3d photographic image	E		NI15																																																													
D0360	Cone beam ct	E		D13																																																													
D0362	"Cone beam, two dimensional"	E		D13																																																													
D0363	"	Cone beam, three dimensional"	E		D14																																																													
D0364	"	Cone beam ct capt & interp"	E		NI13																																																													
D0365	"	Cone beam ct interprete man"	E		NI13																																																													
D0366	"	Cone beam ct interprete max"	E		NI13																																																													
D0367	"	Cone beam ct interp both jaw"	E		NI13																																																													
D0368	Cone beam ct interprete tmj	E		NI13																																																													
D0369	Max mri capture & interprete	E		NI13																																																													
D0370	"	Max ultrasound capt & interp"	E		NI13																																																													
D0371	"	Sialoendoscopy capt & interp"	E		NI13																																																													
D0380	"	Cone beam ct capture limited"	E		NI13																																																													
D0381	"	Cone beam ct capt mandible"	E		NI13																																																													
D0382	"	Cone beam ct capt maxilla"	E		NI13																																																													
D0383	"	Cone beam ct both jaws"	E		NI13																																																													
D0384	Cone beam ct capture tmj	E		NI13																																																													
D0385	Max mri image capture	E		NI13																																																													
D0386	"	Max ultrasound image capture"	E		NI13																																																													
D0391	"	Imterprete diagnostic image"	E		NI13																																																													
D0393	Trtmnt simulation 3d image	E		NI14																																																													
D0394	Digital sub 2 or more images	E		NI14																																																													
D0395	Fusion 2 or more 3d images	E		NI14																																																													
D0415	"	Collection of microorganisms"	E																																																															
D0416	"	Viral culture"	B																																																															
D0417	"	Collect & prep saliva sample"	E		NI9																																																													
D0418	"	Analysis of saliva sample"	E		NI9																																																													
D0421	"	Gen tst suscept oral disease"	B																																																															
D0425	"	Caries susceptibility test"	E																																																															
D0431	"	Diag tst detect mucos abnorm"	B																																																															
D0460	"	Pulp vitality test"	S	0330																																																														
D0470	"	Diagnostic casts"	E																																																															
D0472	"	Gross exam, prep & report"	B																																																															
D0473	"	Micro exam, prep & report"	B																																																															
D0474	"	Micro w exam of surg margins"	B																																																															
D0475	"	Decalcification procedure"	B																																																															
D0476	"	Spec stains for microorganis"	B																																																															
D0477	"	Spec stains not for microorg"	B																																																															
D0478	"	Immunohistochemical stains"	B																																																															
D0479	"	Tissue in-situ hybridization"	B																																																															
D0480	"	Cytopath smear prep & report"	B																																																															
D0481	Electron microscopy	B																																																															
D0482	"	Direct immunofluorescence"	B																																																															
D0483	"	Indirect immunofluorescence"	B																																																															
D0484	"	Consult slides prep elsewher"	B																																																															
D0485	"	Consult inc prep of slides"	B																																																															
D0486	"	Access of transep cytol samp"	E		NI7																																																													
D0502	"	Other oral pathology procedu"	B																																																															
D0601	Caries risk assess low risk	E		NI14																																																													
D0602	Caries risk assess mod risk	E		NI14																																																													
D0603	Caries risk assess high risk	E		NI14																																																													
D0999	"	Unspecified diagnostic proce"	B																																																															
D1110	"	Dental prophylaxis adult"	E																																																															
D1120	"	Dental prophylaxis child"	E																																																															
D1203	Topical app fluoride child	E		D13																																																													
D1204	Topical app fluoride adult	E		D13																																																													
D1206	"	Topical fluoride varnish"	E		NI7																																																													
D1208	Topical app fluorid ex vrnsh	E		NI13																																																													
D1310	"	Nutri counsel-control caries"	E																																																															
D1320	"	Tobacco counseling"	E																																																															
D1330	"	Oral hygiene instruction"	E																																																															
D1351	"	Dental sealant per tooth"	E																																																															
D1352	"	Prev resin rest, perm tooth"	E		NI11																																																													
D1353	Sealant repair per tooth	E		NI15																																																													
D1510	"	Space maintainer fxd unilat"	S	0330																																																														
D1515	"	Fixed bilat space maintainer"	S	0330																																																														
D1520	"	Remove unilat space maintain"	S	0330																																																														
D1525	"	Remove bilat space maintain"	S	0330																																																														
D1550	"	Recement space maintainer"	S	0330																																																														
D1555	"	Remove fix space maintainer"	E		NI7																																																													
D1999	Unspecified preventive proc	E		NI14																																																													
D2140	"	Amalgam one surface permanen"	E																																																															
D2150	"	Amalgam two surfaces permane"	E																																																															
D2160	"	Amalgam three surfaces perma"	E																																																															
D2161	"	Amalgam 4 or > surfaces perm"	E																																																															
D2330	"	Resin one surface-anterior"	E																																																															
D2331	"	Resin two surfaces-anterior"	E																																																															
D2332	"	Resin three surfaces-anterio"	E																																																															
D2335	"	Resin 4/> surf or w incis an"	E																																																															
D2390	"	Ant resin-based cmpst crown"	E																																																															
D2391	"	Post 1 srfc resinbased cmpst"	E																																																															
D2392	"	Post 2 srfc resinbased cmpst"	E																																																															
D2393	"	Post 3 srfc resinbased cmpst"	E																																																															
D2394	"	Post >=4srfc resinbase cmpst"	E																																																															
D2410	"	Dental gold foil one surface"	E																																																															
D2420	"	Dental gold foil two surface"	E																																																															
D2430	"	Dental gold foil three surfa"	E																																																															
D2510	"	Dental inlay metalic 1 surf"	E																																																															
D2520	"	Dental inlay metallic 2 surf"	E																																																															
D2530	"	Dental inlay metl 3/more sur"	E																																																															
D2542	"	Dental onlay metallic 2 surf"	E																																																															
D2543	"	Dental onlay metallic 3 surf"	E																																																															
D2544	"	Dental onlay metl 4/more sur"	E																																																															
D2610	"	Inlay porcelain/ceramic 1 su"	E																																																															
D2620	"	Inlay porcelain/ceramic 2 su"	E																																																															
D2630	"	Dental onlay porc 3/more sur"	E																																																															
D2642	"	Dental onlay porcelin 2 surf"	E																																																															
D2643	"	Dental onlay porcelin 3 surf"	E																																																															
D2644	"	Dental onlay porc 4/more sur"	E																																																															
D2650	"	Inlay composite/resin one su"	E																																																															
D2651	"	Inlay composite/resin two su"	E																																																															
D2652	"	Dental inlay resin 3/mre sur"	E																																																															
D2662	"	Dental onlay resin 2 surface"	E																																																															
D2663	"	Dental onlay resin 3 surface"	E																																																															
D2664	"	Dental onlay resin 4/mre sur"	E																																																															
D2710	"	Crown resin-based indirect"	E																																																															
D2712	"	Crown 3/4 resin-based compos"	E																																																															
D2720	"	Crown resin w/ high noble me"	E																																																															
D2721	"	Crown resin w/ base metal"	E																																																															
D2722	"	Crown resin w/ noble metal"	E																																																															
D2740	"	Crown porcelain/ceramic subs"	E																																																															
D2750	"	Crown porcelain w/ h noble m"	E																																																															
D2751	"	Crown porcelain fused base m"	E																																																															
D2752	"	Crown porcelain w/ noble met"	E																																																															
D2780	"	Crown 3/4 cast hi noble met"	E																																																															
D2781	"	Crown 3/4 cast base metal"	E																																																															
D2782	"	Crown 3/4 cast noble metal"	E																																																															
D2783	"	Crown 3/4 porcelain/ceramic"	E																																																															
D2790	"	Crown full cast high noble m"	E																																																															
D2791	"	Crown full cast base metal"	E																																																															
D2792	"	Crown full cast noble metal"	E																																																															
D2794	"	Crown-titanium"	E																																																															
D2799	"	Provisional crown"	E																																																															
D2910	"	Recement inlay onlay or part"	E																																																															
D2915	"	Recement cast or prefab post"	E																																																															
D2920	Re-cement or re-bond crown	E																																																															
D2921	Reattach tooth fragment	E		NI14																																																													
D2929	"	Prefab porc/ceram crown pri"	E		NI13																																																													
D2930	"	Prefab stnlss steel crwn pri"	E																																																															
D2931	"	Prefab stnlss steel crown pe"	E																																																															
D2932	"	Prefabricated resin crown"	E																																																															
D2933	"	Prefab stainless steel crown"	E																																																															
D2934	"	Prefab steel crown primary"	E																																																															
D2940	"	Protective restoration"	E																																																															
D2941	Int therapeutic restoration	E		NI14																																																													
D2949	Restorative foundation	E		NI14																																																													
D2950	"	Core build-up incl any pins"	E																																																															
D2951	"	Tooth pin retention"	E																																																															
D2952	"	Post and core cast + crown"	E																																																															
D2953	"	Each addtnl cast post"	E																																																															
D2954	"	Prefab post/core + crown"	E																																																															
D2955	"	Post removal"	E																																																															
D2957	"	Each addtnl prefab post"	E																																																															
D2960	"	Laminate labial veneer"	E																																																															
D2961	"	Lab labial veneer resin"	E																																																															
D2962	"	Lab labial veneer porcelain"	E																																																															
D2970	"	Temp crown (fractured tooth)"	E																																																															
D2971	"	Add proc construct new crown"	E																																																															
D2975	"	Coping"	E																																																															
D2980	"	Crown repair"	E																																																															
D2981	"	Inlay repair"	E		NI13																																																													
D2982	"	Onlay repair"	E		NI13																																																													
D2983	"	Veneer repair"	E		NI13																																																													
D2990	"	Resin infiltration of lesion"	E		NI13																																																													
D2999	"	Dental unspec restorative pr"	S	0330																																																														
D3110	"	Pulp cap direct"	E																																																															
D3120	"	Pulp cap indirect"	E																																																															
D3220	"	Therapeutic pulpotomy"	E																																																															
D3221	"	Gross pulpal debridement"	E																																																															
D3222	"	Part pulp for apexogenesis"	E		NI9																																																													
D3230	"	Pulpal therapy anterior prim"	E																																																															
D3240	"	Pulpal therapy posterior pri"	E																																																															
D3310	"	End thxpy, anterior tooth"	E																																																															
D3320	"	End thxpy, bicuspid tooth"	E																																																															
D3330	"	End thxpy, molar"	E																																																															
D3331	"	Non-surg tx root canal obs"	E																																																															
D3332	"	Incomplete endodontic tx"	E																																																															
D3333	"	Internal root repair"	E																																																															
D3346	"	Retreat root canal anterior"	E																																																															
D3347	"	Retreat root canal bicuspid"	E																																																															
D3348	"	Retreat root canal molar"	E																																																															
D3351	"	Apexification/recalc initial"	E																																																															
D3352	"	Apexification/recalc interim"	E																																																															
D3353	"	Apexification/recalc final"	E																																																															
D3354	"	Pulpal regeneration"	E		D14																																																													
D3355	Pulpal regeneration initial	E		NI14																																																													
D3356	Pulpal regeneration interim	E		NI14																																																													
D3357	Pulpal regeneration complete	E		NI14																																																													
D3410	Apicoectomy - anterior	E																																																															
D3421	"	Root surgery bicuspid"	E																																																															
D3425	"	Root surgery molar"	E																																																															
D3426	"	Root surgery ea add root"	E																																																															
D3427	Periradicular surgery	E		NI14																																																													
D3428	Bone graft peri per tooth	E		NI14																																																													
D3429	Bone graft peri each addl	E		NI14																																																													
D3430	"	Retrograde filling"	E																																																															
D3431	Biological materials	E		NI14																																																													
D3432	Guided tissue regeneration	E		NI14																																																													
D3450	"	Root amputation"	E																																																															
D3460	"	Endodontic endosseous implan"	S	0330																																																														
D3470	"	Intentional replantation"	E																																																															
D3910	"	Isolation- tooth w rubb dam"	E																																																															
D3920	"	Tooth splitting"	E																																																															
D3950	"	Canal prep/fitting of dowel"	E																																																															
D3999	"	Endodontic procedure"	S	0330																																																														
D4210	"	Gingivectomy/plasty 4 or mor"	E																																																															
D4211	"	Gingivectomy/plasty 1 to 3"	E																																																															
D4212	"	Gingivectomy/plasty rest"	E		NI13																																																													
D4230	"	Ana crown exp 4 or> per quad"	E		NI7																																																													
D4231	"	Ana crown exp 1-3 per quad"	E		NI7																																																													
D4240	"	Gingival flap proc w/ planin"	E																																																															
D4241	"	Gngvl flap w rootplan 1-3 th"	E																																																															
D4245	"	Apically positioned flap"	E																																																															
D4249	"	Crown lengthen hard tissue"	E																																																															
D4260	"	Osseous surgery 4 or more"	S	0330																																																														
D4261	"	Osseous surg 1 to 3 teeth"	E																																																															
D4263	"	Bone replce graft first site"	S	0330																																																														
D4264	"	Bone replce graft each add"	S	0330																																																														
D4265	"	Bio mtrls to aid soft/os reg"	E																																																															
D4266	"	Guided tiss regen resorble"	E																																																															
D4267	"	Guided tiss regen nonresorb"	E																																																															
D4268	"	Surgical revision procedure"	S	0330																																																														
D4270	"	Pedicle soft tissue graft pr"	S	0330																																																														
D4271	Free soft tissue graft proc	S	0330	D13																																																													
D4273	"	Subepithelial tissue graft"	S	0330																																																														
D4274	"	Distal/proximal wedge proc"	E																																																															
D4275	"	Soft tissue allograft"	E																																																															
D4276	"	Con tissue w dble ped graft"	E																																																															
D4277	"	Soft tissue graft firsttooth"	E		NI13																																																													
