zip5,lat,lon,city_label,geocoded_at,source
98402,47.25383,-122.444295,98402,2026-04-17T08:56:33.225109,zcta
99224,47.647672,-117.534951,99224,2026-04-17T08:56:33.225110,zcta
97227,45.544151,-122.677095,97227,2026-04-17T08:56:33.225111,zcta
28078,35.404779,-80.866541,28078,2026-04-17T08:56:33.225112,zcta
98124,47.606211,-122.333792,98124,2026-04-17T08:56:33.246363,zcta
98664,45.61951,-122.577179,98664,2026-04-17T08:56:33.246371,zcta
98664,45.61951,-122.577179,98664,2026-04-17T08:56:33.246372,zcta
98801,47.431512,-120.345038,98801,2026-04-17T08:56:33.246374,zcta
85724,32.240787,-110.945605,85724,2026-04-17T08:56:33.246375,zcta
97239,45.489938,-122.690453,97239,2026-04-17T08:56:33.246377,zcta
07652,40.947299,-74.070169,07652,2026-04-17T08:56:33.246378,zcta
99216,47.686361,-117.216702,99216,2026-04-17T08:56:33.246379,zcta
85206,33.397432,-111.7165,85206,2026-04-17T08:56:33.246380,zcta
97225,45.503048,-122.770132,97225,2026-04-17T08:56:33.246382,zcta
98144,47.585627,-122.29196,98144,2026-04-17T08:56:33.246383,zcta
97146,46.12514,-123.911368,97146,2026-04-17T08:56:33.246384,zcta
97220,45.550787,-122.55956,97220,2026-04-17T08:56:33.246386,zcta
98102,47.634441,-122.32369,98102,2026-04-17T08:56:33.246387,zcta
97006,45.52598,-122.855888,97006,2026-04-17T08:56:33.246388,zcta
97123,45.444372,-122.976426,97123,2026-04-17T08:56:33.246389,zcta
98121,47.615192,-122.350581,98121,2026-04-17T08:56:33.246390,zcta
10032,40.839041,-73.942812,10032,2026-04-17T08:56:33.246392,zcta
97701,43.997656,-121.034191,97701,2026-04-17T08:56:33.246393,zcta
97006,45.52598,-122.855888,97006,2026-04-17T08:56:33.246394,zcta
92801,33.844983,-117.952151,92801,2026-04-17T08:56:33.246395,zcta
97239,45.489938,-122.690453,97239,2026-04-17T08:56:33.246396,zcta
53715,43.05561,-89.387808,53715,2026-04-17T08:56:33.246397,zcta
99036,47.520054,-117.271957,99036,2026-05-12T20:38:00.650252,zcta
85713,32.19457,-111.014995,85713,2026-06-15T20:37:00.338233,zcta
